,UserName,Area Of Focus
30034,trevorcasey,Mostakbal City - Future City
30035,orocha,New Cairo City
30036,orocha,Alexandria Compounds
30037,orocha,New Capital City
30038,orocha,Al Agouza
30039,orocha,Sheikh Zayed City
30040,orocha,Hay Wasat
30041,zsimpson,Qesm Marsa Matrouh
30042,zsimpson,Hay El Haram
30043,zsimpson,Hay Than El Montazah
30044,zsimpson,Shorouk City
30045,zsimpson,Nasr City
30046,zsimpson,Al Ain Al Sokhna
30047,moralesethan,Hurghada
30048,moralesethan,6 October City
30049,moralesethan,Alexandria Compounds
30050,moralesethan,New Heliopolis
30051,huffjason,Hay Masr El Kadima
30052,huffjason,Hay Awal El Montazah
30053,huffjason,Dokki
30054,huffjason,Qesm Marsa Matrouh
30055,craig01,Hay Sharq
30056,beanlinda,Garawla
30057,beanlinda,Marsa Matrouh
30058,beanlinda,Nasr City
30059,beanlinda,Qesm Borg El Arab
30060,tinawright,Ras Al Hekma
30061,tinawright,Al Ain Al Sokhna
30062,tinawright,Hay Masr El Kadima
30063,tinawright,Markaz Al Hamam
30064,lancechavez,Hay Masr El Kadima
30065,lancechavez,Qesm Marsa Matrouh
30066,lancechavez,Mohandessin
30067,lancechavez,Qesm Borg El Arab
30068,lancechavez,Hay Awal El Montazah
30069,lancechavez,Tanta
30070,lancechavez,Heliopolis - Masr El Gedida
30071,kingcindy,None
30072,kingcindy,Al Alamein
30073,kingcindy,Hay Awal El Montazah
30074,kingcindy,Hadayek El Ahram
30075,kingcindy,Markaz Al Hamam
30076,kingcindy,Tanta
30077,kingcindy,Qesm Borg El Arab
30078,kingcindy,New Cairo City
30079,zoe92,Nasr City
30080,zoe92,Dokki
30081,zoe92,Qesm Marsa Matrouh
30082,tmartin,None
30083,tmartin,Ras Al Hekma
30084,tmartin,Al Ain Al Sokhna
30085,tmartin,Al Mansoura
30086,tmartin,Marsa Matrouh
30087,tmartin,New Heliopolis
30088,josephhicks,Hay El Maadi
30089,josephhicks,Sidi Abdel Rahman
30090,josephhicks,Shorouk City
30091,josephhicks,Markaz Al Hamam
30092,antonio32,Heliopolis - Masr El Gedida
30093,antonio32,Markaz Al Hamam
30094,antonio32,Qesm Ad Dabaah
30095,antonio32,Tanta
30096,antonio32,Hadayek El Ahram
30097,antonio32,Hay Sharq
30098,antonio32,None
30099,antonio32,Alexandria Compounds
30100,smithmark,Al Alamein
30101,smithmark,Ras Sedr
30102,kim83,Al Mansoura
30103,kim83,Al Agouza
30104,kim83,6 October City
30105,kim83,Nasr City
30106,kim83,Ras Sedr
30107,kim83,Marsa Matrouh
30108,kim83,New Damietta
30109,gonzalesnicholas,Heliopolis - Masr El Gedida
30110,gonzalesnicholas,Dokki
30111,gonzalesnicholas,Qesm Borg El Arab
30112,phillipsashley,New Heliopolis
30113,kreyes,New Capital City
30114,kreyes,Qesm Borg El Arab
30115,kreyes,New Heliopolis
30116,kreyes,Hay El Haram
30117,frodriguez,New Capital City
30118,frodriguez,Heliopolis - Masr El Gedida
30119,frodriguez,El Nozha
30120,deborahyu,Sidi Abdel Rahman
30121,deborahyu,Hay El Maadi
30122,deborahyu,Al Ain Al Sokhna
30123,deborahyu,Al Alamein
30124,deborahyu,Hurghada
30125,deborahyu,Badr City
30126,deborahyu,None
30127,wanda37,Mostakbal City - Future City
30128,wanda37,Markaz Al Hamam
30129,wanda37,Alexandria Compounds
30130,wanda37,Shorouk City
30131,wanda37,Al Agouza
30132,wanda37,Hadayek El Ahram
30133,omoore,Nasr City
30134,omoore,Hadayek El Ahram
30135,omoore,Shorouk City
30136,brownholly,Al Alamein
30137,brownholly,Sheikh Zayed City
30138,brownholly,Ras Al Hekma
30139,brownholly,None
30140,terrelldavid,Hay Awal El Montazah
30141,terrelldavid,Ras Al Hekma
30142,sara70,Markaz Al Hamam
30143,solomonrichard,Sheikh Zayed City
30144,kylekline,Hay Wasat
30145,kylekline,Badr City
30146,kylekline,El Nozha
30147,kylekline,Garawla
30148,kylekline,Qesm Ad Dabaah
30149,anthonysarah,New Heliopolis
30150,anthonysarah,Hay Sharq
30151,anthonysarah,New Cairo City
30152,anthonysarah,Sidi Abdel Rahman
30153,anthonysarah,None
30154,anthonysarah,New Capital City
30155,anthonysarah,Hay Masr El Kadima
30156,oanderson,Alexandria Compounds
30157,oanderson,New Damietta
30158,oanderson,Dokki
30159,cynthia04,Al Mansoura
30160,cynthia04,Dokki
30161,cynthia04,Garawla
30162,cynthia04,Heliopolis - Masr El Gedida
30163,cynthia04,Al Alamein
30164,cynthia04,Ras Al Hekma
30165,cynthia04,6 October City
30166,cynthia04,Hay Than El Montazah
30167,stephen23,Hay Masr El Kadima
30168,stephen23,Mohandessin
30169,stephen23,Hay Sharq
30170,stephen23,Sidi Heneish
30171,stephen23,Hay Wasat
30172,arodriguez,Markaz Al Hamam
30173,arodriguez,6 October City
30174,arodriguez,Sheikh Zayed City
30175,arodriguez,Sidi Heneish
30176,arodriguez,New Damietta
30177,pottsdonald,Qesm Marsa Matrouh
30178,pottsdonald,Hay El Haram
30179,pottsdonald,Qesm Borg El Arab
30180,pottsdonald,Sheikh Zayed City
30181,mikayla15,Al Ain Al Sokhna
30182,mikayla15,Sidi Heneish
30183,mikayla15,Ras Sedr
30184,mikayla15,Hay Wasat
30185,mikayla15,Badr City
30186,tracy45,Hay Than El Montazah
30187,tracy45,El Nozha
30188,victorstewart,6 October City
30189,xdavis,Al Agouza
30190,xdavis,Hay Sharq
30191,xdavis,Qesm Ad Dabaah
30192,xdavis,Ras Al Hekma
30193,xdavis,Qesm Marsa Matrouh
30194,xdavis,6 October City
30195,solisjason,Ras Al Hekma
30196,solisjason,New Heliopolis
30197,solisjason,Al Alamein
30198,heatherclark,Hay El Maadi
30199,heatherclark,Hadayek El Ahram
30200,heatherclark,Markaz Al Hamam
30201,heatherclark,New Damietta
30202,heatherclark,New Heliopolis
30203,davidmcbride,Alexandria Compounds
30204,davidmcbride,Sidi Abdel Rahman
30205,davidmcbride,Hay Wasat
30206,davidmcbride,Badr City
30207,ymacdonald,Hay Masr El Kadima
30208,thall,Hadayek El Ahram
30209,thall,Sidi Abdel Rahman
30210,thall,Mostakbal City - Future City
30211,thall,Hay Wasat
30212,mthompson,Markaz Al Hamam
30213,mthompson,Garawla
30214,rmoore,Al Alamein
30215,rmoore,New Cairo City
30216,rmoore,Ras Al Hekma
30217,uandrews,Qesm Ad Dabaah
30218,uandrews,None
30219,uandrews,6 October City
30220,uandrews,Nasr City
30221,uandrews,New Damietta
30222,uandrews,Garawla
30223,uandrews,Hay Sharq
30224,mary69,Al Agouza
30225,mary69,Al Mansoura
30226,mary69,Mohandessin
30227,mary69,Mostakbal City - Future City
30228,mary69,Markaz Al Hamam
30229,zhernandez,Marsa Matrouh
30230,zhernandez,Obour City
30231,zhernandez,Heliopolis - Masr El Gedida
30232,wscott,Hay El Maadi
30233,wscott,Nasr City
30234,qharris,Sidi Abdel Rahman
30235,qharris,Hay El Maadi
30236,qharris,Qesm Marsa Matrouh
30237,masonjamie,Qesm Borg El Arab
30238,masonjamie,Hay Than El Montazah
30239,masonjamie,Al Ain Al Sokhna
30240,masonjamie,Badr City
30241,masonjamie,Mohandessin
30242,masonjamie,Hay Sharq
30243,masonjamie,Markaz Al Hamam
30244,abigailbrown,Mohandessin
30245,abigailbrown,New Cairo City
30246,abigailbrown,Sidi Heneish
30247,abigailbrown,Hay Awal El Montazah
30248,abigailbrown,Qesm Ad Dabaah
30249,abigailbrown,Hay Than El Montazah
30250,abigailbrown,Hadayek El Ahram
30251,donna81,Sidi Heneish
30252,donna81,Hay Wasat
30253,donna81,New Damietta
30254,donna81,Sheikh Zayed City
30255,donna81,None
30256,donna81,Markaz Al Hamam
30257,donna81,Heliopolis - Masr El Gedida
30258,gordonjohn,Obour City
30259,thomas86,Hay Than El Montazah
30260,thomas86,New Cairo City
30261,thomas86,Hay Wasat
30262,gerald83,Qesm Marsa Matrouh
30263,gerald83,New Capital City
30264,gerald83,Hay Sharq
30265,gerald83,None
30266,gerald83,Heliopolis - Masr El Gedida
30267,gerald83,Shorouk City
30268,vhill,New Damietta
30269,maria72,Al Alamein
30270,maria72,Mohandessin
30271,maria72,Qesm Marsa Matrouh
30272,maria72,Shorouk City
30273,maria72,Hay Wasat
30274,maria72,Hadayek El Ahram
30275,taracabrera,Garawla
30276,taracabrera,Obour City
30277,thomasrichardson,Nasr City
30278,thomasrichardson,Al Alamein
30279,thomasrichardson,Sidi Abdel Rahman
30280,thomasrichardson,Garawla
30281,thomasrichardson,Tanta
30282,bmiller,El Nozha
30283,bmiller,Hay Awal El Montazah
30284,brianlane,6 October City
30285,brianlane,Al Ain Al Sokhna
30286,brianlane,Hay El Maadi
30287,brianlane,El Nozha
30288,joseph36,Hay El Maadi
30289,ymartinez,Sidi Abdel Rahman
30290,ymartinez,Hay El Maadi
30291,ymartinez,Ras Sedr
30292,ymartinez,Heliopolis - Masr El Gedida
30293,ymartinez,Ras Al Hekma
30294,warnershannon,Obour City
30295,warnershannon,Nasr City
30296,warnershannon,Garawla
30297,warnershannon,Mostakbal City - Future City
30298,warnershannon,Hay Wasat
30299,foxandre,Hay Than El Montazah
30300,foxandre,Nasr City
30301,foxandre,Hay El Haram
30302,foxandre,New Capital City
30303,foxandre,Hurghada
30304,nathaniel08,Al Alamein
30305,nathaniel08,El Nozha
30306,nathaniel08,New Capital City
30307,nathaniel08,Hay Sharq
30308,nathaniel08,Mostakbal City - Future City
30309,dean50,Obour City
30310,dean50,Hay El Haram
30311,dean50,Ras Al Hekma
30312,dean50,Hadayek El Ahram
30313,dean50,Dokki
30314,dean50,New Heliopolis
30315,dean50,Marsa Matrouh
30316,antoniobennett,Qesm Ad Dabaah
30317,antoniobennett,Hay El Maadi
30318,antoniobennett,None
30319,antoniobennett,New Heliopolis
30320,antoniobennett,Al Mansoura
30321,antoniobennett,Nasr City
30322,antoniobennett,Al Agouza
30323,petersonshirley,New Capital City
30324,petersonshirley,Mohandessin
30325,petersonshirley,Hay Wasat
30326,petersonshirley,Hay El Haram
30327,nicolas47,Ras Sedr
30328,nicolas47,Shorouk City
30329,nicolas47,Badr City
30330,nicolas47,New Cairo City
30331,nicolas47,Sidi Abdel Rahman
30332,lisa46,Qesm Borg El Arab
30333,lisa46,Heliopolis - Masr El Gedida
30334,richardsonmichelle,6 October City
30335,bmartin,Al Ain Al Sokhna
30336,bmartin,Heliopolis - Masr El Gedida
30337,bmartin,Markaz Al Hamam
30338,bmartin,Dokki
30339,bmartin,Hay El Haram
30340,bmartin,Nasr City
30341,bmartin,Marsa Matrouh
30342,yvonnetucker,Hay Wasat
30343,yvonnetucker,New Heliopolis
30344,yvonnetucker,Al Alamein
30345,yvonnetucker,Sidi Heneish
30346,yvonnetucker,Sheikh Zayed City
30347,yvonnetucker,Dokki
30348,yvonnetucker,Hadayek El Ahram
30349,yvonnetucker,Hay Masr El Kadima
30350,ramirezrussell,New Damietta
30351,carlosmiddleton,Tanta
30352,carlosmiddleton,Hurghada
30353,carlosmiddleton,New Damietta
30354,carlosmiddleton,Al Agouza
30355,carlosmiddleton,Al Mansoura
30356,carlosmiddleton,Hay Than El Montazah
30357,carlosmiddleton,Qesm Borg El Arab
30358,carlosmiddleton,Sheikh Zayed City
30359,youngcraig,Hadayek El Ahram
30360,youngcraig,Ras Al Hekma
30361,spencejessica,Qesm Borg El Arab
30362,spencejessica,Sidi Heneish
30363,spencejessica,Garawla
30364,devin74,Hadayek El Ahram
30365,devin74,Sidi Heneish
30366,devin74,Mostakbal City - Future City
30367,claytonjackson,Obour City
30368,erin53,Hay Masr El Kadima
30369,erin53,Hadayek El Ahram
30370,erin53,El Nozha
30371,erin53,Al Alamein
30372,erin53,New Damietta
30373,erin53,Markaz Al Hamam
30374,erin53,Heliopolis - Masr El Gedida
30375,erin53,New Heliopolis
30376,michael71,None
30377,michael71,Hay Awal El Montazah
30378,sullivancrystal,Shorouk City
30379,sullivancrystal,Hay Sharq
30380,sullivancrystal,Mohandessin
30381,sullivancrystal,Qesm Ad Dabaah
30382,sullivancrystal,Al Agouza
30383,sullivancrystal,Obour City
30384,sullivancrystal,Hay El Maadi
30385,sullivancrystal,Alexandria Compounds
30386,donald91,Ras Sedr
30387,donald91,Al Mansoura
30388,ngreene,Hay El Maadi
30389,ngreene,Alexandria Compounds
30390,warechristine,Ras Al Hekma
30391,warechristine,New Damietta
30392,warechristine,Qesm Marsa Matrouh
30393,warechristine,Sidi Abdel Rahman
30394,warechristine,Al Ain Al Sokhna
30395,warechristine,Hay El Haram
30396,warechristine,Hay Sharq
30397,warechristine,Tanta
30398,anasullivan,Sidi Heneish
30399,anasullivan,Ras Sedr
30400,anasullivan,Hay Wasat
30401,anasullivan,Markaz Al Hamam
30402,anasullivan,Hay El Maadi
30403,anasullivan,Dokki
30404,anasullivan,Hurghada
30405,andrew08,Hay Masr El Kadima
30406,andrew08,Ras Sedr
30407,andrew08,Shorouk City
30408,andrew08,Qesm Borg El Arab
30409,andrew08,Al Agouza
30410,andrew08,Markaz Al Hamam
30411,andrew08,Hay Than El Montazah
30412,masonwanda,Hay Masr El Kadima
30413,masonwanda,Hurghada
30414,masonwanda,Shorouk City
30415,masonwanda,Hay Wasat
30416,masonwanda,Qesm Marsa Matrouh
30417,masonwanda,Markaz Al Hamam
30418,dadams,Heliopolis - Masr El Gedida
30419,dadams,New Capital City
30420,dadams,New Heliopolis
30421,dadams,Al Mansoura
30422,dadams,Al Ain Al Sokhna
30423,dadams,Al Alamein
30424,edwardsashley,Hay El Haram
30425,edwardsashley,Qesm Borg El Arab
30426,edwardsashley,Hay Than El Montazah
30427,parkerpatrick,6 October City
30428,adamsvictor,Mohandessin
30429,adamsvictor,Qesm Borg El Arab
30430,adamsvictor,New Cairo City
30431,lopezjerry,Badr City
30432,lopezjerry,Qesm Ad Dabaah
30433,lopezjerry,Al Alamein
30434,lopezjerry,New Cairo City
30435,jjohnson,New Heliopolis
30436,jjohnson,Sidi Heneish
30437,chanisaiah,None
30438,chanisaiah,Marsa Matrouh
30439,chanisaiah,Hay Than El Montazah
30440,chanisaiah,Al Alamein
30441,chanisaiah,Badr City
30442,chanisaiah,Qesm Marsa Matrouh
30443,chanisaiah,Hay El Haram
30444,lawrence84,6 October City
30445,lawrence84,New Capital City
30446,lawrence84,Qesm Borg El Arab
30447,lawrence84,Nasr City
30448,lisaaguilar,Hay Wasat
30449,lisaaguilar,El Nozha
30450,lisaaguilar,Hay El Haram
30451,timothycastillo,Shorouk City
30452,timothycastillo,Sheikh Zayed City
30453,timothycastillo,New Heliopolis
30454,timothycastillo,Hay El Haram
30455,timothycastillo,Alexandria Compounds
30456,brian78,Ras Al Hekma
30457,brian78,Mostakbal City - Future City
30458,brian78,New Cairo City
30459,brian78,Al Ain Al Sokhna
30460,brian78,New Damietta
30461,brian78,Hay Sharq
30462,brian78,Hay El Haram
30463,brian78,Tanta
30464,reneeyoung,Al Mansoura
30465,reneeyoung,Hay Wasat
30466,jacksondustin,Markaz Al Hamam
30467,jacksondustin,Hay Masr El Kadima
30468,jacksondustin,Sheikh Zayed City
30469,jacksondustin,Tanta
30470,jacksondustin,Hadayek El Ahram
30471,jacksondustin,Al Mansoura
30472,jacksondustin,Ras Al Hekma
30473,james15,New Heliopolis
30474,james15,Hadayek El Ahram
30475,james15,Mohandessin
30476,james15,Shorouk City
30477,aaron75,Dokki
30478,aaron75,Qesm Marsa Matrouh
30479,aaron75,New Cairo City
30480,aaron75,Alexandria Compounds
30481,ryan13,Badr City
30482,ryan13,Al Ain Al Sokhna
30483,ryan13,Qesm Marsa Matrouh
30484,ryan13,Hadayek El Ahram
30485,ryan13,New Heliopolis
30486,ryan13,Shorouk City
30487,ryan13,Markaz Al Hamam
30488,ryan13,El Nozha
30489,mcguiredaniel,Qesm Borg El Arab
30490,mcguiredaniel,Ras Sedr
30491,mcguiredaniel,New Damietta
30492,mcguiredaniel,Hay Masr El Kadima
30493,mcguiredaniel,Al Mansoura
30494,mcguiredaniel,Hay Sharq
30495,mcguiredaniel,Badr City
30496,mcguiredaniel,El Nozha
30497,alexanderrebecca,Nasr City
30498,alexanderrebecca,New Damietta
30499,kruegertina,Hurghada
30500,kruegertina,Mostakbal City - Future City
30501,kruegertina,Sidi Abdel Rahman
30502,kruegertina,Hay Wasat
30503,kruegertina,Ras Al Hekma
30504,butlertracey,Al Ain Al Sokhna
30505,butlertracey,Al Alamein
30506,butlertracey,New Capital City
30507,jrivera,New Capital City
30508,jrivera,Sheikh Zayed City
30509,jrivera,Heliopolis - Masr El Gedida
30510,jrivera,Al Agouza
30511,jrivera,Qesm Marsa Matrouh
30512,jrivera,Al Ain Al Sokhna
30513,jrivera,Nasr City
30514,jrivera,Garawla
30515,gloria14,New Damietta
30516,gloria14,Qesm Borg El Arab
30517,phillipsandrea,Al Alamein
30518,phillipsandrea,Al Mansoura
30519,phillipsandrea,Ras Al Hekma
30520,phillipsandrea,New Capital City
30521,phillipsandrea,Hay Masr El Kadima
30522,aliciabaker,Hay El Haram
30523,aliciabaker,Marsa Matrouh
30524,aliciabaker,Mostakbal City - Future City
30525,aliciabaker,Sidi Heneish
30526,aliciabaker,Hay Masr El Kadima
30527,aliciabaker,Hurghada
30528,gkelley,Al Mansoura
30529,gkelley,Qesm Marsa Matrouh
30530,gkelley,Mohandessin
30531,gkelley,New Capital City
30532,gkelley,Sidi Abdel Rahman
30533,gkelley,Ras Al Hekma
30534,gkelley,Al Ain Al Sokhna
30535,donaldlee,New Cairo City
30536,damonsmith,Al Agouza
30537,damonsmith,Badr City
30538,damonsmith,New Capital City
30539,damonsmith,Hay El Maadi
30540,damonsmith,Marsa Matrouh
30541,damonsmith,Hay Wasat
30542,damonsmith,Al Alamein
30543,carlahill,Hay Than El Montazah
30544,carlahill,Nasr City
30545,carlahill,New Damietta
30546,carlahill,Hay Wasat
30547,carlahill,Ras Al Hekma
30548,shamilton,Tanta
30549,shamilton,Qesm Marsa Matrouh
30550,parkerpamela,Hay Masr El Kadima
30551,parkerpamela,Sheikh Zayed City
30552,parkerpamela,Hay El Haram
30553,parkerpamela,Ras Sedr
30554,avilla,New Damietta
30555,ingrammeredith,Mostakbal City - Future City
30556,ingrammeredith,New Capital City
30557,ingrammeredith,Hadayek El Ahram
30558,ingrammeredith,Sheikh Zayed City
30559,ingrammeredith,Markaz Al Hamam
30560,ingrammeredith,Ras Al Hekma
30561,ingrammeredith,Qesm Borg El Arab
30562,ingrammeredith,Shorouk City
30563,brandongarcia,New Capital City
30564,brandongarcia,Tanta
30565,brandongarcia,Qesm Ad Dabaah
30566,gsimon,Qesm Ad Dabaah
30567,gsimon,Hadayek El Ahram
30568,gsimon,Markaz Al Hamam
30569,gsimon,Nasr City
30570,gsimon,Qesm Borg El Arab
30571,gsimon,Al Ain Al Sokhna
30572,gsimon,Al Mansoura
30573,taylor71,Qesm Borg El Arab
30574,taylor71,Dokki
30575,taylor71,Markaz Al Hamam
30576,taylor71,Garawla
30577,taylor71,Obour City
30578,taylor71,Hay El Maadi
30579,taylor71,Mohandessin
30580,taylor71,New Damietta
30581,courtneysmith,Hay Wasat
30582,courtneysmith,New Heliopolis
30583,courtneysmith,Alexandria Compounds
30584,courtneysmith,New Damietta
30585,courtneysmith,None
30586,courtneysmith,Al Alamein
30587,herrerajennifer,New Capital City
30588,herrerajennifer,Heliopolis - Masr El Gedida
30589,herrerajennifer,Hay El Haram
30590,herrerajennifer,Qesm Ad Dabaah
30591,herrerajennifer,Sheikh Zayed City
30592,jamiemartinez,Al Mansoura
30593,jamiemartinez,Sidi Heneish
30594,jamiemartinez,Shorouk City
30595,jamiemartinez,New Damietta
30596,jamiemartinez,6 October City
30597,jwatson,Shorouk City
30598,jwatson,Hay El Haram
30599,jwatson,Heliopolis - Masr El Gedida
30600,jwatson,Hurghada
30601,jwatson,Marsa Matrouh
30602,jwatson,Qesm Borg El Arab
30603,ronald07,Hadayek El Ahram
30604,ronald07,New Cairo City
30605,ronald07,Al Alamein
30606,ronald07,Tanta
30607,ronald07,New Heliopolis
30608,ronald07,Hay Awal El Montazah
30609,ronald07,Hay El Maadi
30610,ronald07,New Damietta
30611,garciasierra,Al Mansoura
30612,garciasierra,New Heliopolis
30613,garciasierra,Ras Sedr
30614,garciasierra,New Cairo City
30615,garciasierra,Badr City
30616,garciasierra,Al Ain Al Sokhna
30617,benderamy,Mostakbal City - Future City
30618,benderamy,Obour City
30619,benderamy,Sidi Abdel Rahman
30620,benderamy,Mohandessin
30621,benderamy,Tanta
30622,benderamy,Hurghada
30623,benderamy,Hay El Maadi
30624,benderamy,Sheikh Zayed City
30625,heather46,Nasr City
30626,heather46,Shorouk City
30627,heather46,New Heliopolis
30628,heather46,Sidi Abdel Rahman
30629,heather46,Al Alamein
30630,heather46,Mohandessin
30631,nkhan,Hadayek El Ahram
30632,terri34,None
30633,terri34,Qesm Borg El Arab
30634,dlove,Al Mansoura
30635,esparzaadrian,Obour City
30636,esparzaadrian,Al Agouza
30637,esparzaadrian,New Cairo City
30638,esparzaadrian,Hurghada
30639,esparzaadrian,Markaz Al Hamam
30640,esparzaadrian,Sidi Heneish
30641,esparzaadrian,Sheikh Zayed City
30642,olsondonald,Sidi Abdel Rahman
30643,olsondonald,Heliopolis - Masr El Gedida
30644,olsondonald,Nasr City
30645,olsondonald,Al Mansoura
30646,mcastillo,Qesm Ad Dabaah
30647,mcastillo,Hay El Maadi
30648,mcastillo,Dokki
30649,mcastillo,New Cairo City
30650,mcastillo,Qesm Marsa Matrouh
30651,bentonthomas,Mostakbal City - Future City
30652,amy78,Marsa Matrouh
30653,amy78,Al Mansoura
30654,oholmes,Al Mansoura
30655,oholmes,Al Agouza
30656,oholmes,Sheikh Zayed City
30657,oholmes,Dokki
30658,oholmes,Mohandessin
30659,oholmes,Hay Masr El Kadima
30660,oholmes,Mostakbal City - Future City
30662,yscott,New Damietta
30663,yscott,Mohandessin
30664,yscott,New Capital City
30665,yscott,Hay El Maadi
30666,yscott,Sheikh Zayed City
30667,swade,Sidi Heneish
30668,swade,Heliopolis - Masr El Gedida
30669,donnamurphy,Dokki
30670,donnamurphy,Garawla
30671,michaelwall,Marsa Matrouh
30672,michaelwall,Al Mansoura
30673,michaelwall,Obour City
30674,ulynch,Qesm Ad Dabaah
30675,christopher57,Al Ain Al Sokhna
30676,christopher57,Badr City
30677,christopher57,Hay Sharq
30678,christopher57,Sheikh Zayed City
30679,christopher57,Qesm Ad Dabaah
30680,christopher57,Al Mansoura
30681,andrewwilson,Sidi Abdel Rahman
30682,andrewwilson,Hadayek El Ahram
30683,andrewwilson,Hurghada
30685,johnsoncarrie,Ras Al Hekma
30686,amy06,Hay Masr El Kadima
30687,amy06,Qesm Ad Dabaah
30688,amy06,Hay Wasat
30689,amy06,Qesm Marsa Matrouh
30690,amy06,El Nozha
30691,amy06,Hay El Haram
30692,amy06,Markaz Al Hamam
30693,amy06,Garawla
30694,yfisher,Hay Wasat
30695,yfisher,Hadayek El Ahram
30696,yfisher,New Cairo City
30697,yfisher,Heliopolis - Masr El Gedida
30698,yfisher,Qesm Borg El Arab
30699,yfisher,El Nozha
30700,yfisher,New Capital City
30701,yfisher,None
30702,kennethharrington,Dokki
30703,kennethharrington,Al Mansoura
30704,kennethharrington,Badr City
30705,kennethharrington,Obour City
30706,kennethharrington,Hurghada
30707,gina14,Shorouk City
30708,gina14,Hay Wasat
30709,thomasmichael,El Nozha
30710,robert48,Hay Sharq
30711,robert48,Sidi Heneish
30712,robert48,New Damietta
30713,robert48,Al Agouza
30714,robert48,Dokki
30715,jordan84,Shorouk City
30716,jordan84,None
30717,jordan84,Tanta
30718,jordan84,Ras Al Hekma
30719,karenwilliams,Tanta
30720,karenwilliams,Hay Than El Montazah
30721,karenwilliams,Heliopolis - Masr El Gedida
30722,elizabeth81,Garawla
30723,elizabeth81,Hadayek El Ahram
30724,elizabeth81,New Heliopolis
30725,elizabeth81,Heliopolis - Masr El Gedida
30726,elizabeth81,El Nozha
30727,elizabeth81,Al Alamein
30728,elizabeth81,Al Ain Al Sokhna
30729,elizabeth81,New Damietta
30730,tbailey,Al Mansoura
30731,tbailey,Heliopolis - Masr El Gedida
30732,tbailey,Al Alamein
30733,tbailey,Garawla
30734,bstone,New Damietta
30735,bstone,New Heliopolis
30736,bstone,Shorouk City
30737,bstone,New Capital City
30738,bstone,Hay Than El Montazah
30739,bstone,Badr City
30740,hcole,Hay Masr El Kadima
30741,hcole,New Capital City
30742,hcole,Qesm Marsa Matrouh
30743,hcole,Obour City
30744,hcole,Al Agouza
30745,hcole,New Heliopolis
30746,hcole,Hay El Haram
30747,hcole,Al Mansoura
30748,alexandra50,Hurghada
30749,richard02,Ras Al Hekma
30750,richard02,Mostakbal City - Future City
30751,richard02,New Damietta
30752,richard02,Mohandessin
30753,kevin53,Markaz Al Hamam
30754,susan33,Dokki
30755,susan33,Hay Sharq
30756,susan33,Tanta
30757,susan33,None
30758,susan33,Ras Al Hekma
30759,susan33,Mostakbal City - Future City
30760,millerkerry,Alexandria Compounds
30761,annabrown,Hay El Maadi
30762,annabrown,Sidi Abdel Rahman
30763,jennifermiller,Tanta
30764,jennifermiller,New Damietta
30765,jennifermiller,Shorouk City
30766,jennifermiller,Al Mansoura
30767,jennifermiller,Nasr City
30768,jennifermiller,Al Ain Al Sokhna
30769,jennifermiller,Al Agouza
30770,amanda14,Hurghada
30771,amanda14,Ras Sedr
30772,amanda14,Nasr City
30773,amanda14,Sidi Heneish
30774,amanda14,Hay Awal El Montazah
30775,amanda14,Shorouk City
30776,amanda14,Garawla
30777,jonathongarner,Badr City
30778,jonathongarner,Obour City
30779,jonathongarner,Hay El Haram
30780,jonathongarner,Hadayek El Ahram
30781,jonathongarner,Hay El Maadi
30782,jonathongarner,New Heliopolis
30783,jonathongarner,New Capital City
30784,garciaamy,Shorouk City
30785,garciaamy,New Heliopolis
30786,garciaamy,Dokki
30787,trujilloamanda,Hay El Haram
30788,trujilloamanda,Shorouk City
30789,trujilloamanda,Hay Sharq
30790,trujilloamanda,Nasr City
30791,cynthia82,Qesm Borg El Arab
30792,cynthia82,Badr City
30793,cynthia82,Hurghada
30794,cynthia82,El Nozha
30795,cynthia82,Dokki
30796,cynthia82,Qesm Ad Dabaah
30797,cynthia82,Hay El Haram
30798,cynthia82,Ras Al Hekma
30799,christopherknapp,Ras Al Hekma
30800,tblair,Ras Sedr
30801,rwhitaker,Mostakbal City - Future City
30802,karenthornton,Mostakbal City - Future City
30803,karenthornton,Nasr City
30804,karenthornton,New Cairo City
30805,karenthornton,6 October City
30806,chandlerjennifer,Hay Awal El Montazah
30807,chandlerjennifer,Hay Masr El Kadima
30808,chandlerjennifer,Tanta
30809,chandlerjennifer,Markaz Al Hamam
30810,chandlerjennifer,Hadayek El Ahram
30811,vickigeorge,Sidi Heneish
30812,vickigeorge,6 October City
30813,vickigeorge,Sidi Abdel Rahman
30814,vickigeorge,Hay Masr El Kadima
30815,vickigeorge,Al Agouza
30816,vickigeorge,New Heliopolis
30817,sergiohughes,Markaz Al Hamam
30818,sergiohughes,Nasr City
30819,sergiohughes,Hay Than El Montazah
30820,sergiohughes,Qesm Marsa Matrouh
30821,sergiohughes,Marsa Matrouh
30822,sergiohughes,None
30823,kiaraharris,Mostakbal City - Future City
30824,fjohnson,Hay Awal El Montazah
30825,fjohnson,Heliopolis - Masr El Gedida
30826,fjohnson,None
30828,fjohnson,New Capital City
30829,fjohnson,Hay El Haram
30830,fjohnson,Hurghada
30831,fjohnson,Mohandessin
30832,ehorn,New Cairo City
30833,ehorn,Hay Masr El Kadima
30834,bthompson,Al Mansoura
30835,daniel90,Hay El Haram
30836,daniel90,Alexandria Compounds
30837,daniel90,El Nozha
